电影名称,上映日期,评分,评论人数,演员,类型,国家,电影ID,URL
迷魂记,1958-05-09,8.7,148307,"詹姆斯·斯图尔特,金·诺瓦克,芭芭拉·贝尔·戈迪斯","爱情,悬疑,惊悚",美国,1297294,https://movie.douban.com/subject/1297294/
莫里斯,1987-09-05,8.8,93783,"詹姆斯·维尔比,休·格兰特,鲁珀特·格雷夫斯","剧情,爱情,同性",英国,1293456,https://movie.douban.com/subject/1293456/
你的名字。,2016-12-02,8.5,1501576,"神木隆之介,上白石萌音,长泽雅美","剧情,爱情,动画",日本,26683290,https://movie.douban.com/subject/26683290/
阮玲玉,1991-11-29,8.6,127806,"张曼玉,梁家辉,秦汉","传记,剧情,爱情",中国香港,1293414,https://movie.douban.com/subject/1293414/
初恋这件小事,2012-06-05,8.5,1012987,"平采娜·乐维瑟派布恩,马里奥·毛瑞尔,苏达拉·布查蓬","剧情,喜剧,爱情",泰国,4739952,https://movie.douban.com/subject/4739952/
阿飞正传,2018-06-25,8.5,539728,"张国荣,张曼玉,刘嘉玲","犯罪,剧情,爱情",中国香港,1305690,https://movie.douban.com/subject/1305690/
土拨鼠之日,1993-02-12,8.6,224774,"比尔·默瑞,安迪·麦克道威尔,克里斯·艾略特","剧情,喜剧,爱情,奇幻",美国,1300613,https://movie.douban.com/subject/1300613/
真爱至上,2003-09-07,8.5,768231,"休·格兰特,连姆·尼森,科林·费尔斯","喜剧,剧情,爱情","英国,美国,法国",1292401,https://movie.douban.com/subject/1292401/
面子,2004-09-12,8.8,87392,"杨雅慧,陈冲,陈凌","剧情,喜剧,爱情,同性",美国,1421278,https://movie.douban.com/subject/1421278/
恋恋笔记本,2004-06-25,8.5,709988,"瑞恩·高斯林,瑞秋·麦克亚当斯,吉娜·罗兰兹","剧情,爱情",美国,1309163,https://movie.douban.com/subject/1309163/
梁祝,1994-08-13,8.6,113353,"吴奇隆,杨采妮,徐锦江","剧情,爱情,奇幻,古装",中国香港,1310159,https://movie.douban.com/subject/1310159/
胭脂扣,1987-12-05,8.5,309400,"梅艳芳,张国荣,万梓良","剧情,爱情,奇幻",中国香港,1299288,https://movie.douban.com/subject/1299288/
家有喜事,1992-01-25,8.5,300871,"张国荣,周星驰,张曼玉","剧情,喜剧,爱情,家庭",中国香港,1300064,https://movie.douban.com/subject/1300064/
小城之春,1948,8.7,63873,"李纬,韦伟,石羽","剧情,爱情",中国大陆,1323746,https://movie.douban.com/subject/1323746/
红高粱,1988-10-10,8.5,285118,"巩俐,姜文,滕汝骏","剧情,历史,爱情,战争",中国大陆,1306505,https://movie.douban.com/subject/1306505/
野草莓,1957-12-26,8.8,79169,"维克多·斯约斯特洛姆,毕比·安德松,英格丽·图林","剧情,爱情,家庭",瑞典,1293071,https://movie.douban.com/subject/1293071/
笑傲江湖2：东方不败,1992-06-26,8.5,220385,"李连杰,林青霞,关之琳","剧情,爱情,武侠,古装",中国香港,1294417,https://movie.douban.com/subject/1294417/
福尔摩斯二世,1924-04-21,9.4,29877,"巴斯特·基顿,凯瑟琳·麦奎尔,乔·基顿","喜剧,动作,爱情",美国,1303408,https://movie.douban.com/subject/1303408/
美国丽人,1999-09-08,8.5,342483,"凯文·史派西,安妮特·贝宁,索拉·伯奇","剧情,爱情,家庭",美国,1292062,https://movie.douban.com/subject/1292062/
岁月的童话,1991-07-20,8.6,149606,"今井美树,柳叶敏郎,本名阳子","剧情,爱情,动画",日本,1291588,https://movie.douban.com/subject/1291588/
碧海蓝天,1988-05-11,8.6,148728,"让-马克·巴尔,让·雷诺,罗姗娜·阿奎特","剧情,爱情","法国,意大利",1300960,https://movie.douban.com/subject/1300960/
不一样的天空,1993-12-17,8.6,146222,"约翰尼·德普,莱昂纳多·迪卡普里奥,朱丽叶特·刘易斯","剧情,爱情,家庭",美国,1301617,https://movie.douban.com/subject/1301617/
英国病人,1996-12-06,8.5,283207,"拉尔夫·费因斯,朱丽叶·比诺什,威廉·达福","爱情,剧情,战争","美国,英国",1291853,https://movie.douban.com/subject/1291853/
暖暖内含光,2004-03-19,8.5,277526,"金·凯瑞,凯特·温斯莱特,伊利亚·伍德","剧情,爱情,科幻",美国,1308777,https://movie.douban.com/subject/1308777/
洛奇,1976-12-03,8.8,71131,"西尔维斯特·史泰龙,塔莉娅·夏尔,伯特·杨","剧情,爱情,运动",美国,1295742,https://movie.douban.com/subject/1295742/
狐妖小红娘剧场版：月红篇,2016-06-24,9.3,17618,"杨天翔,刘校妤,张杰","爱情,动画,奇幻",中国大陆,26972694,https://movie.douban.com/subject/26972694/
花火,1997-09-03,8.6,129940,"北野武,岸本加世子,大杉涟","剧情,爱情,犯罪,惊悚",日本,1302642,https://movie.douban.com/subject/1302642/
爱乐之城,2017-02-14,8.4,1010451,"瑞恩·高斯林,艾玛·斯通,约翰·传奇","剧情,爱情,歌舞",美国,25934014,https://movie.douban.com/subject/25934014/
绿洲,2002-08-15,8.7,87892,"薛景求,文素利,安内相","剧情,爱情",韩国,1299582,https://movie.douban.com/subject/1299582/
卧虎藏龙,2000-10-13,8.4,502557,"周润发,杨紫琼,章子怡","剧情,爱情,武侠","中国台湾,中国香港,美国,中国大陆",1301168,https://movie.douban.com/subject/1301168/
蓝色大门,2002-09-27,8.4,444079,"陈柏霖,桂纶镁,梁又琳","剧情,爱情,同性","中国台湾,法国",1308575,https://movie.douban.com/subject/1308575/
安妮·霍尔,1977-04-20,8.6,122134,"伍迪·艾伦,黛安·基顿,托尼·罗伯茨","喜剧,剧情,爱情",美国,1296987,https://movie.douban.com/subject/1296987/
美女与野兽,1991-09-29,8.5,199465,"佩吉·奥哈拉,罗比·本森,理查德·怀特","喜剧,爱情,动画,歌舞,奇幻",美国,1297995,https://movie.douban.com/subject/1297995/
蓝宇,2001-11-22,8.4,325668,"胡军,刘烨,苏瑾","剧情,爱情,同性","中国大陆,中国香港",1308076,https://movie.douban.com/subject/1308076/
自梳,1997-10-23,8.6,64329,"刘嘉玲,杨采妮,归亚蕾","剧情,爱情,同性",中国香港,1304648,https://movie.douban.com/subject/1304648/
一夜风流,1934-02-22,8.8,63526,"克拉克·盖博,克劳黛·考尔白,沃尔特·康诺利","喜剧,爱情",美国,1295684,https://movie.douban.com/subject/1295684/
秋天的童话,1987-07-16,8.5,102085,"周润发,钟楚红,陈百强","剧情,爱情",中国香港,1301912,https://movie.douban.com/subject/1301912/
弗里达,2002-08-29,8.7,80347,"萨尔玛·海耶克,阿尔弗雷德·莫里纳,米娅·麦斯特罗","传记,剧情,爱情","美国,墨西哥,加拿大",1291852,https://movie.douban.com/subject/1291852/
她,2013-10-12,8.4,460971,"华金·菲尼克斯,斯嘉丽·约翰逊,艾米·亚当斯","剧情,爱情,科幻",美国,6722879,https://movie.douban.com/subject/6722879/
假如爱有天意,2003-01-30,8.4,425141,"孙艺珍,赵寅成,曹承佑","剧情,爱情",韩国,1304073,https://movie.douban.com/subject/1304073/
那年夏天，宁静的海,1991-10-19,8.6,104890,"真木藏人,大岛弘子,河原萨布","剧情,喜剧,爱情",日本,1295815,https://movie.douban.com/subject/1295815/
堕落天使,1995-09-06,8.4,208126,"黎明,李嘉欣,金城武","喜剧,犯罪,剧情,爱情",中国香港,1298112,https://movie.douban.com/subject/1298112/
开罗紫玫瑰,1985-03-01,8.8,60164,"米娅·法罗,杰夫·丹尼尔斯,丹尼·爱罗","喜剧,爱情,奇幻",美国,1292994,https://movie.douban.com/subject/1292994/
走出非洲,1985-12-10,8.6,97874,"梅丽尔·斯特里普,罗伯特·雷德福,克劳斯·马利亚·布朗道尔","冒险,传记,剧情,爱情",美国,1291840,https://movie.douban.com/subject/1291840/
万物理论,2014-09-07,8.4,303623,"埃迪·雷德梅恩,菲丽希缇·琼斯,大卫·休里斯","剧情,传记,爱情","英国,日本,美国",24815950,https://movie.douban.com/subject/24815950/
蓝白红三部曲之蓝,1993-09-08,8.5,145089,"朱丽叶·比诺什,贝努特·里格恩特,弗罗伦斯·派梅尔","剧情,爱情,音乐","法国,波兰,瑞士",1292048,https://movie.douban.com/subject/1292048/
卡罗尔,2015-05-17,8.4,293700,"凯特·布兰切特,鲁妮·玛拉,凯尔·钱德勒","剧情,爱情,同性","英国,美国",10757577,https://movie.douban.com/subject/10757577/
巴斯特·斯克鲁格斯的歌谣,2018-08-31,8.5,144192,"哈利·米尔林,佐伊·卡赞,连姆·尼森","剧情,喜剧,爱情,西部,悬疑,歌舞",美国,26952704,https://movie.douban.com/subject/26952704/
三峡好人,2006-12-14,8.4,158809,"赵涛,韩三明,王宏伟","剧情,爱情",中国大陆,1872133,https://movie.douban.com/subject/1872133/
阿黛尔的生活,2013-05-23,8.4,268133,"阿黛尔·艾克萨勒霍布洛斯,蕾雅·赛杜,萨利姆·克希乌什","剧情,爱情,同性","法国,比利时,西班牙",10535568,https://movie.douban.com/subject/10535568/
爱,2012-05-20,8.6,93019,"让-路易·特兰蒂尼昂,埃玛妞·丽娃,伊莎贝尔·于佩尔","剧情,爱情","法国,德国,奥地利",4798707,https://movie.douban.com/subject/4798707/
狐妖小红娘剧场版：王权富贵,2016-05-20,9.2,17319,"杨天翔,刘校妤,乔诗语","剧情,喜剧,爱情,动画",中国大陆,26946612,https://movie.douban.com/subject/26946612/
桃色公寓,1960-06-15,8.8,54767,"杰克·莱蒙,雪莉·麦克雷恩,弗莱德·麦克莫瑞","爱情,喜剧,剧情",美国,1394218,https://movie.douban.com/subject/1394218/
天若有情,1990-06-14,8.4,124476,"刘德华,吴倩莲,吴孟达","动作,剧情,爱情",中国香港,1297710,https://movie.douban.com/subject/1297710/
布达佩斯之恋,1999-10-21,8.6,85325,"艾丽卡·莫露珊,约阿希姆·克罗尔,斯特法诺·迪奥尼斯","爱情,剧情","德国,匈牙利",1301106,https://movie.douban.com/subject/1301106/
最佳出价,2013-01-01,8.4,205998,"杰弗里·拉什,吉姆·斯特吉斯,西尔维娅·侯克斯","剧情,爱情,悬疑",意大利,7059671,https://movie.douban.com/subject/7059671/
金枝玉叶,1994-07-23,8.4,112031,"袁咏仪,张国荣,刘嘉玲","喜剧,爱情,同性",中国香港,1303376,https://movie.douban.com/subject/1303376/
茜茜公主,1955-12-22,8.5,115832,"罗密·施耐德,卡尔海因茨·伯姆,玛格达·施奈德","喜剧,剧情,历史,爱情",奥地利,1304056,https://movie.douban.com/subject/1304056/
天生一对,1998-07-29,8.4,193694,"琳赛·洛翰,丹尼斯·奎德,娜塔莎·理查德森","儿童,喜剧,爱情,家庭",美国,1297102,https://movie.douban.com/subject/1297102/
秒速5厘米,2007-03-03,8.3,598578,"水桥研二,近藤好美,花村怜美","动画,剧情,爱情",日本,2043546,https://movie.douban.com/subject/2043546/
小美人鱼,1989-11-17,8.5,111416,"勒内·奥贝尔若努瓦,克里斯托弗·丹尼尔·巴恩斯,裘蒂·班森","爱情,动画,奇幻,歌舞",美国,1293120,https://movie.douban.com/subject/1293120/
我的野蛮女友,2001-07-27,8.3,465227,"车太贤,全智贤,金仁文","剧情,喜剧,爱情",韩国,1292286,https://movie.douban.com/subject/1292286/
言叶之庭,2013-05-31,8.3,353397,"入野自由,花泽香菜,平野文","爱情,动画",日本,20470074,https://movie.douban.com/subject/20470074/
午夜巴黎,2011-05-11,8.3,334156,"欧文·威尔逊,玛丽昂·歌迪亚,瑞秋·麦克亚当斯","剧情,爱情,奇幻","西班牙,美国,法国",4319218,https://movie.douban.com/subject/4319218/
面纱,2006-12-29,8.3,184710,"爱德华·诺顿,娜奥米·沃茨,托比·琼斯","剧情,爱情","美国,中国大陆,加拿大",1441238,https://movie.douban.com/subject/1441238/
苦月亮,1992-09-23,8.4,151236,"彼德·考约特,艾玛纽尔·塞尼耶,休·格兰特","剧情,爱情,惊悚,情色","法国,英国",1301582,https://movie.douban.com/subject/1301582/
理智与情感,1995-12-04,8.4,147306,"艾玛·汤普森,凯特·温斯莱特,休·格兰特","剧情,爱情","美国,英国",1299193,https://movie.douban.com/subject/1299193/
相爱相亲,2017-11-03,8.3,169069,"张艾嘉,田壮壮,郎月婷","剧情,爱情,家庭","中国大陆,中国台湾",26773744,https://movie.douban.com/subject/26773744/
爱在暹罗,2007-11-22,8.3,298177,"维特维斯特·海伦亚沃恩酷,马里奥·毛瑞尔,赖拉·邦雅淑","剧情,爱情,同性",泰国,2365260,https://movie.douban.com/subject/2365260/
成为简·奥斯汀,2007-03-09,8.3,287029,"安妮·海瑟薇,詹姆斯·麦卡沃伊,朱丽·沃特斯","传记,剧情,爱情","英国,爱尔兰",1920805,https://movie.douban.com/subject/1920805/
曾经,2007-01-20,8.3,284579,"格伦·汉塞德,玛可塔·伊尔格洛娃,杰拉德·亨德里克","剧情,音乐,爱情",爱尔兰,2053515,https://movie.douban.com/subject/2053515/
巴里·林登,1975-12-11,8.8,46581,"瑞安·奥尼尔,马里莎·贝伦森,帕特里克·马基","剧情,爱情,战争","英国,美国",1292472,https://movie.douban.com/subject/1292472/
黄飞鸿之二：男儿当自强,1992-04-16,8.3,147460,"李连杰,关之琳,甄子丹","剧情,动作,爱情,武侠,古装",中国香港,1293475,https://movie.douban.com/subject/1293475/
对她说,2002-03-15,8.5,90403,"哈维尔·卡马拉,达里奥·格兰迪内蒂,蕾欧诺·瓦特林","剧情,爱情",西班牙,1292211,https://movie.douban.com/subject/1292211/
白雪公主和七个小矮人,1937-12-21,8.4,133316,"阿德里亚娜·卡塞洛蒂,哈利·斯托克维尔,罗伊·阿特威尔","爱情,动画,奇幻,歌舞",美国,1297756,https://movie.douban.com/subject/1297756/
少年的你,2019-10-25,8.2,1508706,"周冬雨,易烊千玺,尹昉","剧情,爱情,犯罪","中国大陆,中国香港",30166972,https://movie.douban.com/subject/30166972/
十二夜,2000-04-20,8.3,139380,"张柏芝,陈奕迅,卢巧音","剧情,爱情",中国香港,1302109,https://movie.douban.com/subject/1302109/
丹麦女孩,2015-09-05,8.3,241022,"埃迪·雷德梅恩,艾丽西亚·维坎德,本·卫肖","剧情,传记,爱情,同性","英国,美国,比利时,丹麦,德国",3071604,https://movie.douban.com/subject/3071604/
爱你，西蒙,2018-03-16,8.3,231500,"尼克·罗宾森,詹妮弗·加纳,乔什·杜哈明","喜剧,爱情,同性",美国,26654498,https://movie.douban.com/subject/26654498/
一代宗师,2013-01-08,8.2,646102,"梁朝伟,章子怡,张震","剧情,传记,动作,爱情","中国大陆,中国香港",3821067,https://movie.douban.com/subject/3821067/
四月物语,1998-03-14,8.3,216600,"松隆子,田边诚一,藤井香织",爱情,日本,1292371,https://movie.douban.com/subject/1292371/
人鬼情未了,1990-07-13,8.3,216473,"帕特里克·斯威兹,黛米·摩尔,托尼·戈德温","剧情,爱情,奇幻",美国,1293203,https://movie.douban.com/subject/1293203/
精武门,1972-03-22,8.5,46753,"李小龙,苗可秀,田俊","动作,剧情,爱情,惊悚",中国香港,1294991,https://movie.douban.com/subject/1294991/
不能说的秘密,2007-07-31,8.2,522559,"周杰伦,桂纶镁,黄秋生","爱情,奇幻,音乐","中国香港,中国台湾",2124724,https://movie.douban.com/subject/2124724/
蝴蝶君,1993-09-09,8.5,83555,"杰瑞米·艾恩斯,尊龙,芭芭拉·苏科瓦","剧情,爱情,同性","美国,加拿大",1293643,https://movie.douban.com/subject/1293643/
小妇人,1994-12-21,8.5,82691,"薇诺娜·瑞德,加布里埃尔·伯恩,翠尼·阿瓦拉多","剧情,爱情,家庭","美国,加拿大",1298522,https://movie.douban.com/subject/1298522/
逃学威龙,1991-07-18,8.2,359749,"周星驰,张敏,吴孟达","喜剧,动作,爱情",中国香港,1302090,https://movie.douban.com/subject/1302090/
蓝白红三部曲之白,1994-01-26,8.4,113538,"齐伯尼·查马修瓦斯基,朱莉·德尔佩,扬努斯·加约斯","喜剧,剧情,悬疑,爱情","法国,波兰,瑞士",1292049,https://movie.douban.com/subject/1292049/
马戏团,1928-01-06,9.2,25987,"查理·卓别林,阿尔·欧内斯特·加西亚,梅尔纳·肯尼迪","喜剧,爱情",美国,1299628,https://movie.douban.com/subject/1299628/
苏州河,2000-09-07,8.2,257933,"周迅,贾宏声,华仲凯","剧情,爱情","中国大陆,德国",1299661,https://movie.douban.com/subject/1299661/
海滩的一天,1983-04-11,8.5,41181,"张艾嘉,胡因梦,徐明","剧情,爱情",中国台湾,1298871,https://movie.douban.com/subject/1298871/
八月迷情,2009-01-23,8.3,159744,"乔纳森·莱斯·梅耶斯,弗莱迪·海默,罗宾·威廉姆斯","剧情,音乐,爱情",美国,1844413,https://movie.douban.com/subject/1844413/
独自等待,2005-09-08,8.2,212002,"夏雨,李冰冰,龚蓓苾","喜剧,爱情,剧情",中国大陆,1308741,https://movie.douban.com/subject/1308741/
当哈利遇到莎莉,1989-07-21,8.3,151599,"比利·克里斯托,梅格·瑞恩,凯丽·费雪","喜剧,剧情,爱情",美国,1291842,https://movie.douban.com/subject/1291842/
玫瑰人生,2007-02-08,8.4,96007,"玛丽昂·歌迪亚,西尔维·泰斯蒂,帕斯卡尔·格雷戈里","剧情,传记,爱情,音乐","法国,英国,捷克",1898223,https://movie.douban.com/subject/1898223/
巴黎，我爱你,2006-05-18,8.3,147271,"朱丽叶·比诺什,威廉·达福,娜塔莉·波特曼","剧情,喜剧,爱情","法国,列支敦士登,瑞士,德国,美国",1783772,https://movie.douban.com/subject/1783772/
起风了,2013-07-20,8.2,266954,"庵野秀明,泷本美织,西岛秀俊","剧情,爱情,动画",日本,6791750,https://movie.douban.com/subject/6791750/
我的父亲母亲,1999-10-16,8.2,147687,"章子怡,郑昊,孙红雷","剧情,爱情",中国大陆,1294007,https://movie.douban.com/subject/1294007/
情人,1992-01-22,8.2,263550,"珍·玛奇,梁家辉,弗雷德丽克·梅南热","剧情,传记,爱情,情色","法国,英国,越南",1291868,https://movie.douban.com/subject/1291868/
一树梨花压海棠,1997-09-26,8.2,251644,"杰瑞米·艾恩斯,多米尼克·斯万,梅兰尼·格里菲斯","剧情,爱情,情色","法国,美国",1296778,https://movie.douban.com/subject/1296778/
花与爱丽丝,2004-03-13,8.2,234601,"铃木杏,苍井优,郭智博","剧情,喜剧,爱情",日本,1308820,https://movie.douban.com/subject/1308820/
那些年，我们一起追的女孩,2012-01-06,8.1,912056,"柯震东,陈妍希,敖犬","剧情,喜剧,爱情",中国台湾,4920528,https://movie.douban.com/subject/4920528/
现在去见你,2018-03-14,8.3,125129,"苏志燮,孙艺珍,金智焕","剧情,爱情,奇幻",韩国,27018285,https://movie.douban.com/subject/27018285/
革命之路,2008-12-15,8.2,227739,"凯特·温斯莱特,莱昂纳多·迪卡普里奥,克里斯托弗·菲茨杰拉德","剧情,爱情","美国,英国",2037012,https://movie.douban.com/subject/2037012/
